Year,RaceScheme,Race,Sex,AgeGroup,HispanicOrigin,Population
2012,race6,AIAN,Female,5 to 9,NonHispanic,87208
2012,race6,AIAN,Female,50 to 54,NonHispanic,84805
2012,race6,AIAN,Female,55 to 59,NonHispanic,73879
2012,race6,AIAN,Female,60 to 64,NonHispanic,57412
2012,race6,AIAN,Female,65 to 69,NonHispanic,40551
2012,race6,AIAN,Female,70 to 74,NonHispanic,27274
2012,race6,AIAN,Female,75 to 79,NonHispanic,18457
2012,race6,AIAN,Female,80 to 84,NonHispanic,11841
2012,race6,AIAN,Female,85 years and over,NonHispanic,10338
2012,race6,AIAN,Female,Under 5,NonHispanic,84359
2012,race6,AIAN,Male,10 to 14,Hispanic,92998
2012,race6,AIAN,Male,15 to 19,Hispanic,94199
2012,race6,AIAN,Male,20 to 24,Hispanic,100026
2012,race6,AIAN,Male,25 to 29,Hispanic,98664
2012,race6,AIAN,Male,30 to 34,Hispanic,94126
2012,race6,AIAN,Male,35 to 39,Hispanic,86363
2012,race6,AIAN,Male,40 to 44,Hispanic,78738
2012,race6,AIAN,Male,45 to 49,Hispanic,67029
2012,race6,AIAN,Male,5 to 9,Hispanic,94556
2012,race6,AIAN,Male,50 to 54,Hispanic,54856
2012,race6,AIAN,Male,55 to 59,Hispanic,41417
2012,race6,AIAN,Male,60 to 64,Hispanic,27577
2012,race6,AIAN,Male,65 to 69,Hispanic,17758
2012,race6,AIAN,Male,70 to 74,Hispanic,10412
2012,race6,AIAN,Male,75 to 79,Hispanic,6228
2012,race6,AIAN,Male,80 to 84,Hispanic,3797
2012,race6,AIAN,Male,85 years and over,Hispanic,2733
2012,race6,AIAN,Male,Under 5,Hispanic,91934
2012,race6,AIAN,Male,10 to 14,NonHispanic,92441
2012,race6,AIAN,Male,15 to 19,NonHispanic,96510
2012,race6,AIAN,Male,20 to 24,NonHispanic,98565
2012,race6,AIAN,Male,25 to 29,NonHispanic,80154
2012,race6,AIAN,Male,30 to 34,NonHispanic,74859
2012,race6,AIAN,Male,35 to 39,NonHispanic,69404
2012,race6,AIAN,Male,40 to 44,NonHispanic,72776
2012,race6,AIAN,Male,45 to 49,NonHispanic,76961
2012,race6,AIAN,Male,5 to 9,NonHispanic,89640
2012,race6,AIAN,Male,50 to 54,NonHispanic,77646
2012,race6,AIAN,Male,55 to 59,NonHispanic,66537
2012,race6,AIAN,Male,60 to 64,NonHispanic,52608
2012,race6,AIAN,Male,65 to 69,NonHispanic,36853
2012,race6,AIAN,Male,70 to 74,NonHispanic,23689
2012,race6,AIAN,Male,75 to 79,NonHispanic,14390
2012,race6,AIAN,Male,80 to 84,NonHispanic,7934
2012,race6,AIAN,Male,85 years and over,NonHispanic,5208
2012,race6,AIAN,Male,Under 5,NonHispanic,86718
2012,race6,Asian,Female,10 to 14,Hispanic,26108
2012,race6,Asian,Female,15 to 19,Hispanic,25501
2012,race6,Asian,Female,20 to 24,Hispanic,27200
2012,race6,Asian,Female,25 to 29,Hispanic,24029
2012,race6,Asian,Female,30 to 34,Hispanic,23188
2012,race6,Asian,Female,35 to 39,Hispanic,20831
2012,race6,Asian,Female,40 to 44,Hispanic,18534
2012,race6,Asian,Female,45 to 49,Hispanic,15700
2012,race6,Asian,Female,5 to 9,Hispanic,28063
2012,race6,Asian,Female,50 to 54,Hispanic,13257
2012,race6,Asian,Female,55 to 59,Hispanic,10136
2012,race6,Asian,Female,60 to 64,Hispanic,7361
2012,race6,Asian,Female,65 to 69,Hispanic,4909
2012,race6,Asian,Female,70 to 74,Hispanic,3328
2012,race6,Asian,Female,75 to 79,Hispanic,2380
2012,race6,Asian,Female,80 to 84,Hispanic,1541
2012,race6,Asian,Female,85 years and over,Hispanic,1365
2012,race6,Asian,Female,Under 5,Hispanic,30621
2012,race6,Asian,Female,10 to 14,NonHispanic,469196
2012,race6,Asian,Female,15 to 19,NonHispanic,488326
2012,race6,Asian,Female,20 to 24,NonHispanic,612122
2012,race6,Asian,Female,25 to 29,NonHispanic,682316
2012,race6,Asian,Female,30 to 34,NonHispanic,715204
2012,race6,Asian,Female,35 to 39,NonHispanic,706351
2012,race6,Asian,Female,40 to 44,NonHispanic,687178
2012,race6,Asian,Female,45 to 49,NonHispanic,606652
2012,race6,Asian,Female,5 to 9,NonHispanic,478036
2012,race6,Asian,Female,50 to 54,NonHispanic,560036
2012,race6,Asian,Female,55 to 59,NonHispanic,514404
2012,race6,Asian,Female,60 to 64,NonHispanic,437123
2012,race6,Asian,Female,65 to 69,NonHispanic,307790
2012,race6,Asian,Female,70 to 74,NonHispanic,221646
2012,race6,Asian,Female,75 to 79,NonHispanic,159973
2012,race6,Asian,Female,80 to 84,NonHispanic,113442
2012,race6,Asian,Female,85 years and over,NonHispanic,101185
2012,race6,Asian,Female,Under 5,NonHispanic,451617
2012,race6,Asian,Male,10 to 14,Hispanic,27109
2012,race6,Asian,Male,15 to 19,Hispanic,26088
2012,race6,Asian,Male,20 to 24,Hispanic,27432
2012,race6,Asian,Male,25 to 29,Hispanic,24913
2012,race6,Asian,Male,30 to 34,Hispanic,23631
2012,race6,Asian,Male,35 to 39,Hispanic,20544
2012,race6,Asian,Male,40 to 44,Hispanic,18021
2012,race6,Asian,Male,45 to 49,Hispanic,15031
2012,race6,Asian,Male,5 to 9,Hispanic,29889
2012,race6,Asian,Male,50 to 54,Hispanic,12180
2012,race6,Asian,Male,55 to 59,Hispanic,8940
2012,race6,Asian,Male,60 to 64,Hispanic,6127
2012,race6,Asian,Male,65 to 69,Hispanic,3917
2012,race6,Asian,Male,70 to 74,Hispanic,2561
2012,race6,Asian,Male,75 to 79,Hispanic,1589
2012,race6,Asian,Male,80 to 84,Hispanic,914
2012,race6,Asian,Male,85 years and over,Hispanic,726
2012,race6,Asian,Male,Under 5,Hispanic,31931
2012,race6,Asian,Male,10 to 14,NonHispanic,474644
2012,race6,Asian,Male,15 to 19,NonHispanic,507098
2012,race6,Asian,Male,20 to 24,NonHispanic,631219
2012,race6,Asian,Male,25 to 29,NonHispanic,635643
2012,race6,Asian,Male,30 to 34,NonHispanic,619293
2012,race6,Asian,Male,35 to 39,NonHispanic,620151
2012,race6,Asian,Male,40 to 44,NonHispanic,600596
2012,race6,Asian,Male,45 to 49,NonHispanic,532182
2012,race6,Asian,Male,5 to 9,NonHispanic,482294
2012,race6,Asian,Male,50 to 54,NonHispanic,481707
2012,race6,Asian,Male,55 to 59,NonHispanic,426974
2012,race6,Asian,Male,60 to 64,NonHispanic,351938
2012,race6,Asian,Male,65 to 69,NonHispanic,252829
2012,race6,Asian,Male,70 to 74,NonHispanic,182227
2012,race6,Asian,Male,75 to 79,NonHispanic,122026
2012,race6,Asian,Male,80 to 84,NonHispanic,74564
2012,race6,Asian,Male,85 years and over,NonHispanic,58043
2012,race6,Asian,Male,Under 5,NonHispanic,469422
2012,race6,Black,Female,10 to 14,Hispanic,122765
2012,race6,Black,Female,15 to 19,Hispanic,118253
2012,race6,Black,Female,20 to 24,Hispanic,126691
2012,race6,Black,Female,25 to 29,Hispanic,116369
2012,race6,Black,Female,30 to 34,Hispanic,111897
2012,race6,Black,Female,35 to 39,Hispanic,95263
2012,race6,Black,Female,40 to 44,Hispanic,82053
2012,race6,Black,Female,45 to 49,Hispanic,72802
2012,race6,Black,Female,5 to 9,Hispanic,131644
2012,race6,Black,Female,50 to 54,Hispanic,60987
2012,race6,Black,Female,55 to 59,Hispanic,47043
2012,race6,Black,Female,60 to 64,Hispanic,34570
2012,race6,Black,Female,65 to 69,Hispanic,24429
2012,race6,Black,Female,70 to 74,Hispanic,16725
2012,race6,Black,Female,75 to 79,Hispanic,12175
2012,race6,Black,Female,80 to 84,Hispanic,8265
2012,race6,Black,Female,85 years and over,Hispanic,7574
2012,race6,Black,Female,Under 5,Hispanic,144800
2012,race6,Black,Female,10 to 14,NonHispanic,1435570
2012,race6,Black,Female,15 to 19,NonHispanic,1556121
2012,race6,Black,Female,20 to 24,NonHispanic,1655588
2012,race6,Black,Female,25 to 29,NonHispanic,1396229
2012,race6,Black,Female,30 to 34,NonHispanic,1395104
2012,race6,Black,Female,35 to 39,NonHispanic,1305157
2012,race6,Black,Female,40 to 44,NonHispanic,1385324
2012,race6,Black,Female,45 to 49,NonHispanic,1423651
2012,race6,Black,Female,5 to 9,NonHispanic,1359988
2012,race6,Black,Female,50 to 54,NonHispanic,1437989
2012,race6,Black,Female,55 to 59,NonHispanic,1276176
2012,race6,Black,Female,60 to 64,NonHispanic,1029553
2012,race6,Black,Female,65 to 69,NonHispanic,723900
2012,race6,Black,Female,70 to 74,NonHispanic,525102
2012,race6,Black,Female,75 to 79,NonHispanic,392469
2012,race6,Black,Female,80 to 84,NonHispanic,278171
2012,race6,Black,Female,85 years and over,NonHispanic,285123
2012,race6,Black,Female,Under 5,NonHispanic,1335794
2012,race6,Black,Male,10 to 14,Hispanic,127342
2012,race6,Black,Male,15 to 19,Hispanic,124992
2012,race6,Black,Male,20 to 24,Hispanic,129247
2012,race6,Black,Male,25 to 29,Hispanic,111393
2012,race6,Black,Male,30 to 34,Hispanic,103139
2012,race6,Black,Male,35 to 39,Hispanic,84554
2012,race6,Black,Male,40 to 44,Hispanic,73376
2012,race6,Black,Male,45 to 49,Hispanic,65887
2012,race6,Black,Male,5 to 9,Hispanic,136318
2012,race6,Black,Male,50 to 54,Hispanic,54539
2012,race6,Black,Male,55 to 59,Hispanic,41912
2012,race6,Black,Male,60 to 64,Hispanic,29297
2012,race6,Black,Male,65 to 69,Hispanic,19268
2012,race6,Black,Male,70 to 74,Hispanic,12500
2012,race6,Black,Male,75 to 79,Hispanic,8307
2012,race6,Black,Male,80 to 84,Hispanic,4801
2012,race6,Black,Male,85 years and over,Hispanic,3410
2012,race6,Black,Male,Under 5,Hispanic,149726
2012,race6,Black,Male,10 to 14,NonHispanic,1485025
2012,race6,Black,Male,15 to 19,NonHispanic,1612374
2012,race6,Black,Male,20 to 24,NonHispanic,1655024
2012,race6,Black,Male,25 to 29,NonHispanic,1292938
2012,race6,Black,Male,30 to 34,NonHispanic,1247697
2012,race6,Black,Male,35 to 39,NonHispanic,1154085
2012,race6,Black,Male,40 to 44,NonHispanic,1233661
2012,race6,Black,Male,45 to 49,NonHispanic,1271471
2012,race6,Black,Male,5 to 9,NonHispanic,1400279
2012,race6,Black,Male,50 to 54,NonHispanic,1270605
2012,race6,Black,Male,55 to 59,NonHispanic,1090266
2012,race6,Black,Male,60 to 64,NonHispanic,840186
2012,race6,Black,Male,65 to 69,NonHispanic,565431
2012,race6,Black,Male,70 to 74,NonHispanic,378812
2012,race6,Black,Male,75 to 79,NonHispanic,253294
2012,race6,Black,Male,80 to 84,NonHispanic,150937
2012,race6,Black,Male,85 years and over,NonHispanic,114418
2012,race6,Black,Male,Under 5,NonHispanic,1373379
2012,race6,NHPI,Female,10 to 14,Hispanic,8237
2012,race6,NHPI,Female,15 to 19,Hispanic,8321
2012,race6,NHPI,Female,20 to 24,Hispanic,8953
2012,race6,NHPI,Female,25 to 29,Hispanic,8354
2012,race6,NHPI,Female,30 to 34,Hispanic,7979
2012,race6,NHPI,Female,35 to 39,Hispanic,6636
2012,race6,NHPI,Female,40 to 44,Hispanic,5898
2012,race6,NHPI,Female,45 to 49,Hispanic,5009
2012,race6,NHPI,Female,5 to 9,Hispanic,8846
2012,race6,NHPI,Female,50 to 54,Hispanic,3994
2012,race6,NHPI,Female,55 to 59,Hispanic,2910
2012,race6,NHPI,Female,60 to 64,Hispanic,1941
2012,race6,NHPI,Female,65 to 69,Hispanic,1247
2012,race6,NHPI,Female,70 to 74,Hispanic,956
2012,race6,NHPI,Female,75 to 79,Hispanic,616
2012,race6,NHPI,Female,80 to 84,Hispanic,360
2012,race6,NHPI,Female,85 years and over,Hispanic,321
2012,race6,NHPI,Female,Under 5,Hispanic,9647
2012,race6,NHPI,Female,10 to 14,NonHispanic,19560
2012,race6,NHPI,Female,15 to 19,NonHispanic,20852
2012,race6,NHPI,Female,20 to 24,NonHispanic,24848
2012,race6,NHPI,Female,25 to 29,NonHispanic,23869
2012,race6,NHPI,Female,30 to 34,NonHispanic,21507
2012,race6,NHPI,Female,35 to 39,NonHispanic,18547
2012,race6,NHPI,Female,40 to 44,NonHispanic,17661
2012,race6,NHPI,Female,45 to 49,NonHispanic,17208
2012,race6,NHPI,Female,5 to 9,NonHispanic,20285
2012,race6,NHPI,Female,50 to 54,NonHispanic,16366
2012,race6,NHPI,Female,55 to 59,NonHispanic,13356
2012,race6,NHPI,Female,60 to 64,NonHispanic,10472
2012,race6,NHPI,Female,65 to 69,NonHispanic,7178
2012,race6,NHPI,Female,70 to 74,NonHispanic,4607
2012,race6,NHPI,Female,75 to 79,NonHispanic,3156
2012,race6,NHPI,Female,80 to 84,NonHispanic,2040
2012,race6,NHPI,Female,85 years and over,NonHispanic,1777
2012,race6,NHPI,Female,Under 5,NonHispanic,19810
2012,race6,NHPI,Male,10 to 14,Hispanic,8644
2012,race6,NHPI,Male,15 to 19,Hispanic,8715
2012,race6,NHPI,Male,20 to 24,Hispanic,10552
2012,race6,NHPI,Male,25 to 29,Hispanic,10476
2012,race6,NHPI,Male,30 to 34,Hispanic,9175
2012,race6,NHPI,Male,35 to 39,Hispanic,7034
2012,race6,NHPI,Male,40 to 44,Hispanic,5947
2012,race6,NHPI,Male,45 to 49,Hispanic,5044
2012,race6,NHPI,Male,5 to 9,Hispanic,9180
2012,race6,NHPI,Male,50 to 54,Hispanic,3900
2012,race6,NHPI,Male,55 to 59,Hispanic,2710
2012,race6,NHPI,Male,60 to 64,Hispanic,1768
2012,race6,NHPI,Male,65 to 69,Hispanic,1128
2012,race6,NHPI,Male,70 to 74,Hispanic,659
2012,race6,NHPI,Male,75 to 79,Hispanic,450
2012,race6,NHPI,Male,80 to 84,Hispanic,251
2012,race6,NHPI,Male,85 years and over,Hispanic,203
2012,race6,NHPI,Male,Under 5,Hispanic,9934
2012,race6,NHPI,Male,10 to 14,NonHispanic,20766
2012,race6,NHPI,Male,15 to 19,NonHispanic,21671
2012,race6,NHPI,Male,20 to 24,NonHispanic,26383
2012,race6,NHPI,Male,25 to 29,NonHispanic,25017
2012,race6,NHPI,Male,30 to 34,NonHispanic,22398
2012,race6,NHPI,Male,35 to 39,NonHispanic,18939
2012,race6,NHPI,Male,40 to 44,NonHispanic,17747
2012,race6,NHPI,Male,45 to 49,NonHispanic,16853
2012,race6,NHPI,Male,5 to 9,NonHispanic,21146
2012,race6,NHPI,Male,50 to 54,NonHispanic,16143
2012,race6,NHPI,Male,55 to 59,NonHispanic,12719
2012,race6,NHPI,Male,60 to 64,NonHispanic,9801
2012,race6,NHPI,Male,65 to 69,NonHispanic,6885
2012,race6,NHPI,Male,70 to 74,NonHispanic,4033
2012,race6,NHPI,Male,75 to 79,NonHispanic,2562
2012,race6,NHPI,Male,80 to 84,NonHispanic,1459
2012,race6,NHPI,Male,85 years and over,NonHispanic,792
2012,race6,NHPI,Male,Under 5,NonHispanic,20754
2012,race6,TwoOrMore,Female,10 to 14,Hispanic,106191
2012,race6,TwoOrMore,Female,15 to 19,Hispanic,93431
2012,race6,TwoOrMore,Female,20 to 24,Hispanic,80764
2012,race6,TwoOrMore,Female,25 to 29,Hispanic,72722
2012,race6,TwoOrMore,Female,30 to 34,Hispanic,68691
2012,race6,TwoOrMore,Female,35 to 39,Hispanic,56750
2012,race6,TwoOrMore,Female,40 to 44,Hispanic,47524
2012,race6,TwoOrMore,Female,45 to 49,Hispanic,40939
2012,race6,TwoOrMore,Female,5 to 9,Hispanic,125332
2012,race6,TwoOrMore,Female,50 to 54,Hispanic,34632
2012,race6,TwoOrMore,Female,55 to 59,Hispanic,26531
2012,race6,TwoOrMore,Female,60 to 64,Hispanic,18586
2012,race6,TwoOrMore,Female,65 to 69,Hispanic,13034
2012,race6,TwoOrMore,Female,70 to 74,Hispanic,8694
2012,race6,TwoOrMore,Female,75 to 79,Hispanic,5686
2012,race6,TwoOrMore,Female,80 to 84,Hispanic,3781
2012,race6,TwoOrMore,Female,85 years and over,Hispanic,3254
2012,race6,TwoOrMore,Female,Under 5,Hispanic,143854
2012,race6,TwoOrMore,Female,10 to 14,NonHispanic,386698
2012,race6,TwoOrMore,Female,15 to 19,NonHispanic,343926
2012,race6,TwoOrMore,Female,20 to 24,NonHispanic,289100
2012,race6,TwoOrMore,Female,25 to 29,NonHispanic,234989
2012,race6,TwoOrMore,Female,30 to 34,NonHispanic,216070
2012,race6,TwoOrMore,Female,35 to 39,NonHispanic,182125
2012,race6,TwoOrMore,Female,40 to 44,NonHispanic,168535
2012,race6,TwoOrMore,Female,45 to 49,NonHispanic,154704
2012,race6,TwoOrMore,Female,5 to 9,NonHispanic,429796
2012,race6,TwoOrMore,Female,50 to 54,NonHispanic,150346
2012,race6,TwoOrMore,Female,55 to 59,NonHispanic,131245
2012,race6,TwoOrMore,Female,60 to 64,NonHispanic,102826
2012,race6,TwoOrMore,Female,65 to 69,NonHispanic,75002
2012,race6,TwoOrMore,Female,70 to 74,NonHispanic,51129
2012,race6,TwoOrMore,Female,75 to 79,NonHispanic,34357
2012,race6,TwoOrMore,Female,80 to 84,NonHispanic,23498
2012,race6,TwoOrMore,Female,85 years and over,NonHispanic,22026
2012,race6,TwoOrMore,Female,Under 5,NonHispanic,481251
2012,race6,TwoOrMore,Male,10 to 14,Hispanic,109213
2012,race6,TwoOrMore,Male,15 to 19,Hispanic,96087
2012,race6,TwoOrMore,Male,20 to 24,Hispanic,81883
2012,race6,TwoOrMore,Male,25 to 29,Hispanic,71424
2012,race6,TwoOrMore,Male,30 to 34,Hispanic,67050
2012,race6,TwoOrMore,Male,35 to 39,Hispanic,54537
2012,race6,TwoOrMore,Male,40 to 44,Hispanic,44371
2012,race6,TwoOrMore,Male,45 to 49,Hispanic,38068
2012,race6,TwoOrMore,Male,5 to 9,Hispanic,128723
2012,race6,TwoOrMore,Male,50 to 54,Hispanic,31387
2012,race6,TwoOrMore,Male,55 to 59,Hispanic,22983
2012,race6,TwoOrMore,Male,60 to 64,Hispanic,15797
2012,race6,TwoOrMore,Male,65 to 69,Hispanic,10381
2012,race6,TwoOrMore,Male,70 to 74,Hispanic,6417
2012,race6,TwoOrMore,Male,75 to 79,Hispanic,3909
2012,race6,TwoOrMore,Male,80 to 84,Hispanic,2293
2012,race6,TwoOrMore,Male,85 years and over,Hispanic,1812
2012,race6,TwoOrMore,Male,Under 5,Hispanic,148844
2012,race6,TwoOrMore,Male,10 to 14,NonHispanic,396429
2012,race6,TwoOrMore,Male,15 to 19,NonHispanic,348496
2012,race6,TwoOrMore,Male,20 to 24,NonHispanic,272059
2012,race6,TwoOrMore,Male,25 to 29,NonHispanic,207682
2012,race6,TwoOrMore,Male,30 to 34,NonHispanic,191065
2012,race6,TwoOrMore,Male,35 to 39,NonHispanic,161331
2012,race6,TwoOrMore,Male,40 to 44,NonHispanic,150794
2012,race6,TwoOrMore,Male,45 to 49,NonHispanic,138854
2012,race6,TwoOrMore,Male,5 to 9,NonHispanic,442290
2012,race6,TwoOrMore,Male,50 to 54,NonHispanic,135763
2012,race6,TwoOrMore,Male,55 to 59,NonHispanic,117275
2012,race6,TwoOrMore,Male,60 to 64,NonHispanic,90144
2012,race6,TwoOrMore,Male,65 to 69,NonHispanic,63130
2012,race6,TwoOrMore,Male,70 to 74,NonHispanic,41273
2012,race6,TwoOrMore,Male,75 to 79,NonHispanic,25701
2012,race6,TwoOrMore,Male,80 to 84,NonHispanic,15420
2012,race6,TwoOrMore,Male,85 years and over,NonHispanic,11286
2012,race6,TwoOrMore,Male,Under 5,NonHispanic,499874
2012,race6,White,Female,10 to 14,Hispanic,1983132
2012,race6,White,Female,15 to 19,Hispanic,1930171
2012,race6,White,Female,20 to 24,Hispanic,1864847
2012,race6,White,Female,25 to 29,Hispanic,1758185
2012,race6,White,Female,30 to 34,Hispanic,1790535
2012,race6,White,Female,35 to 39,Hispanic,1706215
2012,race6,White,Female,40 to 44,Hispanic,1586199
2012,race6,White,Female,45 to 49,Hispanic,1394822
2012,race6,White,Female,5 to 9,Hispanic,2072614
2012,race6,White,Female,50 to 54,Hispanic,1196241
2012,race6,White,Female,55 to 59,Hispanic,963300
2012,race6,White,Female,60 to 64,Hispanic,735949
2012,race6,White,Female,65 to 69,Hispanic,545963
2012,race6,White,Female,70 to 74,Hispanic,396276
2012,race6,White,Female,75 to 79,Hispanic,296957
2012,race6,White,Female,80 to 84,Hispanic,216232
2012,race6,White,Female,85 years and over,Hispanic,188300
2012,race6,White,Female,Under 5,Hispanic,2037694
2012,race6,White,Female,10 to 14,NonHispanic,5461644
2012,race6,White,Female,15 to 19,NonHispanic,5768921
2012,race6,White,Female,20 to 24,NonHispanic,6251965
2012,race6,White,Female,25 to 29,NonHispanic,6019353
2012,race6,White,Female,30 to 34,NonHispanic,5936396
2012,race6,White,Female,35 to 39,NonHispanic,5570420
2012,race6,White,Female,40 to 44,NonHispanic,6452458
2012,race6,White,Female,45 to 49,NonHispanic,7110054
2012,race6,White,Female,5 to 9,NonHispanic,5172613
2012,race6,White,Female,50 to 54,NonHispanic,7929462
2012,race6,White,Female,55 to 59,NonHispanic,7657810
2012,race6,White,Female,60 to 64,NonHispanic,6869921
2012,race6,White,Female,65 to 69,NonHispanic,5660243
2012,race6,White,Female,70 to 74,NonHispanic,4174133
2012,race6,White,Female,75 to 79,NonHispanic,3266875
2012,race6,White,Female,80 to 84,NonHispanic,2751371
2012,race6,White,Female,85 years and over,NonHispanic,3229142
2012,race6,White,Female,Under 5,NonHispanic,4842944
2012,race6,White,Male,10 to 14,Hispanic,2060708
2012,race6,White,Male,15 to 19,Hispanic,2050206
2012,race6,White,Male,20 to 24,Hispanic,2082403
2012,race6,White,Male,25 to 29,Hispanic,1972242
2012,race6,White,Male,30 to 34,Hispanic,1922801
2012,race6,White,Male,35 to 39,Hispanic,1759672
2012,race6,White,Male,40 to 44,Hispanic,1625408
2012,race6,White,Male,45 to 49,Hispanic,1419913
2012,race6,White,Male,5 to 9,Hispanic,2156355
2012,race6,White,Male,50 to 54,Hispanic,1175384
2012,race6,White,Male,55 to 59,Hispanic,897615
2012,race6,White,Male,60 to 64,Hispanic,654166
2012,race6,White,Male,65 to 69,Hispanic,455816
2012,race6,White,Male,70 to 74,Hispanic,307327
2012,race6,White,Male,75 to 79,Hispanic,214904
2012,race6,White,Male,80 to 84,Hispanic,143419
2012,race6,White,Male,85 years and over,Hispanic,102411
2012,race6,White,Male,Under 5,Hispanic,2118599
2012,race6,White,Male,10 to 14,NonHispanic,5768765
2012,race6,White,Male,15 to 19,NonHispanic,6104893
2012,race6,White,Male,20 to 24,NonHispanic,6478275
2012,race6,White,Male,25 to 29,NonHispanic,6145461
2012,race6,White,Male,30 to 34,NonHispanic,6042730
2012,race6,White,Male,35 to 39,NonHispanic,5654904
2012,race6,White,Male,40 to 44,NonHispanic,6515714
2012,race6,White,Male,45 to 49,NonHispanic,7074125
2012,race6,White,Male,5 to 9,NonHispanic,5450024
2012,race6,White,Male,50 to 54,NonHispanic,7780950
2012,race6,White,Male,55 to 59,NonHispanic,7382802
2012,race6,White,Male,60 to 64,NonHispanic,6507224
2012,race6,White,Male,65 to 69,NonHispanic,5238496
2012,race6,White,Male,70 to 74,NonHispanic,3658424
2012,race6,White,Male,75 to 79,NonHispanic,2646915
2012,race6,White,Male,80 to 84,NonHispanic,1943618
2012,race6,White,Male,85 years and over,NonHispanic,1631511
2012,race6,White,Male,Under 5,NonHispanic,5092267
2013,race2,Nonwhite,Female,10 to 14,Hispanic,385144
2013,race2,Nonwhite,Female,15 to 19,Hispanic,361462
2013,race2,Nonwhite,Female,20 to 24,Hispanic,353479
2013,race2,Nonwhite,Female,25 to 29,Hispanic,325370
2013,race2,Nonwhite,Female,30 to 34,Hispanic,318538
2013,race2,Nonwhite,Female,35 to 39,Hispanic,281810
2013,race2,Nonwhite,Female,40 to 44,Hispanic,246376
2013,race2,Nonwhite,Female,45 to 49,Hispanic,212999
2013,race2,Nonwhite,Female,5 to 9,Hispanic,419216
2013,race2,Nonwhite,Female,50 to 54,Hispanic,182774
2013,race2,Nonwhite,Female,55 to 59,Hispanic,141510
2013,race2,Nonwhite,Female,60 to 64,Hispanic,101684
2013,race2,Nonwhite,Female,65 to 69,Hispanic,71225
2013,race2,Nonwhite,Female,70 to 74,Hispanic,47566
2013,race2,Nonwhite,Female,75 to 79,Hispanic,32742
2013,race2,Nonwhite,Female,80 to 84,Hispanic,21184
2013,race2,Nonwhite,Female,85 years and over,Hispanic,19326
2013,race2,Nonwhite,Female,Under 5,Hispanic,442550
2013,race2,Nonwhite,Female,10 to 14,NonHispanic,2430368
2013,race2,Nonwhite,Female,15 to 19,NonHispanic,2509947
2013,race2,Nonwhite,Female,20 to 24,NonHispanic,2754218
2013,race2,Nonwhite,Female,25 to 29,NonHispanic,2464798
2013,race2,Nonwhite,Female,30 to 34,NonHispanic,2488330
2013,race2,Nonwhite,Female,35 to 39,NonHispanic,2313859
2013,race2,Nonwhite,Female,40 to 44,NonHispanic,2369636
2013,race2,Nonwhite,Female,45 to 49,NonHispanic,2280967
2013,race2,Nonwhite,Female,5 to 9,NonHispanic,2421395
2013,race2,Nonwhite,Female,50 to 54,NonHispanic,2293950
2013,race2,Nonwhite,Female,55 to 59,NonHispanic,2087950
2013,race2,Nonwhite,Female,60 to 64,NonHispanic,1709153
2013,race2,Nonwhite,Female,65 to 69,NonHispanic,1243900
2013,race2,Nonwhite,Female,70 to 74,NonHispanic,876399
2013,race2,Nonwhite,Female,75 to 79,NonHispanic,628407
2013,race2,Nonwhite,Female,80 to 84,NonHispanic,440528
2013,race2,Nonwhite,Female,85 years and over,NonHispanic,434305
2013,race2,Nonwhite,Female,Under 5,NonHispanic,2376798
2013,race2,Nonwhite,Male,10 to 14,Hispanic,398438
2013,race2,Nonwhite,Male,15 to 19,Hispanic,378472
2013,race2,Nonwhite,Male,20 to 24,Hispanic,376353
2013,race2,Nonwhite,Male,25 to 29,Hispanic,341171
2013,race2,Nonwhite,Male,30 to 34,Hispanic,321687
2013,race2,Nonwhite,Male,35 to 39,Hispanic,278643
2013,race2,Nonwhite,Male,40 to 44,Hispanic,239509
2013,race2,Nonwhite,Male,45 to 49,Hispanic,209329
2013,race2,Nonwhite,Male,5 to 9,Hispanic,434003
2013,race2,Nonwhite,Male,50 to 54,Hispanic,173813
2013,race2,Nonwhite,Male,55 to 59,Hispanic,132657
2013,race2,Nonwhite,Male,60 to 64,Hispanic,91128
2013,race2,Nonwhite,Male,65 to 69,Hispanic,60759
2013,race2,Nonwhite,Male,70 to 74,Hispanic,36979
2013,race2,Nonwhite,Male,75 to 79,Hispanic,23033
2013,race2,Nonwhite,Male,80 to 84,Hispanic,13374
2013,race2,Nonwhite,Male,85 years and over,Hispanic,10104
2013,race2,Nonwhite,Male,Under 5,Hispanic,457961
2013,race2,Nonwhite,Male,10 to 14,NonHispanic,2497840
2013,race2,Nonwhite,Male,15 to 19,NonHispanic,2587160
2013,race2,Nonwhite,Male,20 to 24,NonHispanic,2784021
2013,race2,Nonwhite,Male,25 to 29,NonHispanic,2294851
2013,race2,Nonwhite,Male,30 to 34,NonHispanic,2212310
2013,race2,Nonwhite,Male,35 to 39,NonHispanic,2047655
2013,race2,Nonwhite,Male,40 to 44,NonHispanic,2101014
2013,race2,Nonwhite,Male,45 to 49,NonHispanic,2029949
2013,race2,Nonwhite,Male,5 to 9,NonHispanic,2485850
2013,race2,Nonwhite,Male,50 to 54,NonHispanic,2020036
2013,race2,Nonwhite,Male,55 to 59,NonHispanic,1788776
2013,race2,Nonwhite,Male,60 to 64,NonHispanic,1402509
2013,race2,Nonwhite,Male,65 to 69,NonHispanic,998943
