Year,Race,Sex,AgeGroup,HispanicOrigin,Population
2022,White,Male,40 to 44,Hispanic,2066763
2022,White,Male,45 to 49,Hispanic,1850987
2022,White,Male,5 to 9,Hispanic,2227160
2022,White,Male,50 to 54,Hispanic,1677655
2022,White,Male,55 to 59,Hispanic,1427031
2022,White,Male,60 to 64,Hispanic,1137336
2022,White,Male,65 to 69,Hispanic,826007
2022,White,Male,70 to 74,Hispanic,569087
2022,White,Male,75 to 79,Hispanic,361467
2022,White,Male,80 to 84,Hispanic,210760
2022,White,Male,85 years and over,Hispanic,173205
2022,White,Male,Under 5,Hispanic,2076404
2022,White,Male,10 to 14,NonHispanic,5347190
2022,White,Male,15 to 19,NonHispanic,5678902
2022,White,Male,20 to 24,NonHispanic,5665956
2022,White,Male,25 to 29,NonHispanic,5870639
2022,White,Male,30 to 34,NonHispanic,6314130
2022,White,Male,35 to 39,NonHispanic,6248560
2022,White,Male,40 to 44,NonHispanic,6102566
2022,White,Male,45 to 49,NonHispanic,5644034
2022,White,Male,5 to 9,NonHispanic,5062314
2022,White,Male,50 to 54,NonHispanic,6459806
2022,White,Male,55 to 59,NonHispanic,6839201
2022,White,Male,60 to 64,NonHispanic,7259443
2022,White,Male,65 to 69,NonHispanic,6544672
2022,White,Male,70 to 74,NonHispanic,5366405
2022,White,Male,75 to 79,NonHispanic,3846181
2022,White,Male,80 to 84,NonHispanic,2180336
2022,White,Male,85 years and over,NonHispanic,1741841
2022,White,Male,Under 5,NonHispanic,4526854
2023,Black,Female,10 to 14,Hispanic,161031
2023,Black,Female,15 to 19,Hispanic,151097
2023,Black,Female,20 to 24,Hispanic,132648
2023,Black,Female,25 to 29,Hispanic,123799
2023,Black,Female,30 to 34,Hispanic,132875
2023,Black,Female,35 to 39,Hispanic,123607
2023,Black,Female,40 to 44,Hispanic,119777
2023,Black,Female,45 to 49,Hispanic,103519
2023,Black,Female,5 to 9,Hispanic,172722
2023,Black,Female,50 to 54,Hispanic,87980
2023,Black,Female,55 to 59,Hispanic,76243
2023,Black,Female,60 to 64,Hispanic,62681
2023,Black,Female,65 to 69,Hispanic,48534
2023,Black,Female,70 to 74,Hispanic,34635
2023,Black,Female,75 to 79,Hispanic,22951
2023,Black,Female,80 to 84,Hispanic,14216
2023,Black,Female,85 years and over,Hispanic,13152
2023,Black,Female,Under 5,Hispanic,187807
2023,Black,Female,10 to 14,NonHispanic,1418219
2023,Black,Female,15 to 19,NonHispanic,1487850
2023,Black,Female,20 to 24,NonHispanic,1483995
2023,Black,Female,25 to 29,NonHispanic,1557953
2023,Black,Female,30 to 34,NonHispanic,1744314
2023,Black,Female,35 to 39,NonHispanic,1523802
2023,Black,Female,40 to 44,NonHispanic,1462633
2023,Black,Female,45 to 49,NonHispanic,1319815
2023,Black,Female,5 to 9,NonHispanic,1379954
2023,Black,Female,50 to 54,NonHispanic,1359150
2023,Black,Female,55 to 59,NonHispanic,1350544
2023,Black,Female,60 to 64,NonHispanic,1340128
2023,Black,Female,65 to 69,NonHispanic,1159620
2023,Black,Female,70 to 74,NonHispanic,889340
2023,Black,Female,75 to 79,NonHispanic,588266
2023,Black,Female,80 to 84,NonHispanic,364887
2023,Black,Female,85 years and over,NonHispanic,345966
2023,Black,Female,Under 5,NonHispanic,1297457
2023,Black,Male,10 to 14,Hispanic,166426
2023,Black,Male,15 to 19,Hispanic,157196
2023,Black,Male,20 to 24,Hispanic,138418
2023,Black,Male,25 to 29,Hispanic,127756
2023,Black,Male,30 to 34,Hispanic,134810
2023,Black,Male,35 to 39,Hispanic,120621
2023,Black,Male,40 to 44,Hispanic,111604
2023,Black,Male,45 to 49,Hispanic,91966
2023,Black,Male,5 to 9,Hispanic,177781
2023,Black,Male,50 to 54,Hispanic,77306
2023,Black,Male,55 to 59,Hispanic,67789
2023,Black,Male,60 to 64,Hispanic,55092
2023,Black,Male,65 to 69,Hispanic,41343
2023,Black,Male,70 to 74,Hispanic,27401
2023,Black,Male,75 to 79,Hispanic,16842
2023,Black,Male,80 to 84,Hispanic,9496
2023,Black,Male,85 years and over,Hispanic,7160
2023,Black,Male,Under 5,Hispanic,194584
2023,Black,Male,10 to 14,NonHispanic,1465579
2023,Black,Male,15 to 19,NonHispanic,1524335
2023,Black,Male,20 to 24,NonHispanic,1475455
2023,Black,Male,25 to 29,NonHispanic,1538490
2023,Black,Male,30 to 34,NonHispanic,1702701
2023,Black,Male,35 to 39,NonHispanic,1433788
2023,Black,Male,40 to 44,NonHispanic,1335114
2023,Black,Male,45 to 49,NonHispanic,1175482
2023,Black,Male,5 to 9,NonHispanic,1412722
2023,Black,Male,50 to 54,NonHispanic,1208919
2023,Black,Male,55 to 59,NonHispanic,1180266
2023,Black,Male,60 to 64,NonHispanic,1138757
2023,Black,Male,65 to 69,NonHispanic,925613
2023,Black,Male,70 to 74,NonHispanic,645352
2023,Black,Male,75 to 79,NonHispanic,397829
2023,Black,Male,80 to 84,NonHispanic,216821
2023,Black,Male,85 years and over,NonHispanic,159553
2023,Black,Male,Under 5,NonHispanic,1333121
2023,Other,Female,10 to 14,Hispanic,259450
2023,Other,Female,15 to 19,Hispanic,243060
2023,Other,Female,20 to 24,Hispanic,211354
2023,Other,Female,25 to 29,Hispanic,195731
2023,Other,Female,30 to 34,Hispanic,187147
2023,Other,Female,35 to 39,Hispanic,166964
2023,Other,Female,40 to 44,Hispanic,158645
2023,Other,Female,45 to 49,Hispanic,136027
2023,Other,Female,5 to 9,Hispanic,279653
2023,Other,Female,50 to 54,Hispanic,117068
2023,Other,Female,55 to 59,Hispanic,97397
2023,Other,Female,60 to 64,Hispanic,83024
2023,Other,Female,65 to 69,Hispanic,61680
2023,Other,Female,70 to 74,Hispanic,41493
2023,Other,Female,75 to 79,Hispanic,26894
2023,Other,Female,80 to 84,Hispanic,15878
2023,Other,Female,85 years and over,Hispanic,14224
2023,Other,Female,Under 5,Hispanic,293692
2023,Other,Female,10 to 14,NonHispanic,1150492
2023,Other,Female,15 to 19,NonHispanic,1147902
2023,Other,Female,20 to 24,NonHispanic,1147156
2023,Other,Female,25 to 29,NonHispanic,1224806
2023,Other,Female,30 to 34,NonHispanic,1334347
2023,Other,Female,35 to 39,NonHispanic,1267075
2023,Other,Female,40 to 44,NonHispanic,1178624
2023,Other,Female,45 to 49,NonHispanic,1047586
2023,Other,Female,5 to 9,NonHispanic,1182473
2023,Other,Female,50 to 54,NonHispanic,992718
2023,Other,Female,55 to 59,NonHispanic,867917
2023,Other,Female,60 to 64,NonHispanic,817546
2023,Other,Female,65 to 69,NonHispanic,727359
2023,Other,Female,70 to 74,NonHispanic,588224
2023,Other,Female,75 to 79,NonHispanic,406300
2023,Other,Female,80 to 84,NonHispanic,252039
2023,Other,Female,85 years and over,NonHispanic,265390
2023,Other,Female,Under 5,NonHispanic,1084314
2023,Other,Male,10 to 14,Hispanic,270739
2023,Other,Male,15 to 19,Hispanic,257824
2023,Other,Male,20 to 24,Hispanic,222217
2023,Other,Male,25 to 29,Hispanic,203191
2023,Other,Male,30 to 34,Hispanic,198586
2023,Other,Male,35 to 39,Hispanic,184248
2023,Other,Male,40 to 44,Hispanic,173615
2023,Other,Male,45 to 49,Hispanic,144049
2023,Other,Male,5 to 9,Hispanic,290519
2023,Other,Male,50 to 54,Hispanic,121473
2023,Other,Male,55 to 59,Hispanic,100049
2023,Other,Male,60 to 64,Hispanic,80359
2023,Other,Male,65 to 69,Hispanic,57430
2023,Other,Male,70 to 74,Hispanic,35814
2023,Other,Male,75 to 79,Hispanic,21687
2023,Other,Male,80 to 84,Hispanic,11166
2023,Other,Male,85 years and over,Hispanic,8200
2023,Other,Male,Under 5,Hispanic,305736
2023,Other,Male,10 to 14,NonHispanic,1207646
2023,Other,Male,15 to 19,NonHispanic,1182577
2023,Other,Male,20 to 24,NonHispanic,1157972
2023,Other,Male,25 to 29,NonHispanic,1193789
2023,Other,Male,30 to 34,NonHispanic,1268443
2023,Other,Male,35 to 39,NonHispanic,1183294
2023,Other,Male,40 to 44,NonHispanic,1071713
2023,Other,Male,45 to 49,NonHispanic,936106
2023,Other,Male,5 to 9,NonHispanic,1245586
2023,Other,Male,50 to 54,NonHispanic,891890
2023,Other,Male,55 to 59,NonHispanic,765382
2023,Other,Male,60 to 64,NonHispanic,708770
2023,Other,Male,65 to 69,NonHispanic,604924
2023,Other,Male,70 to 74,NonHispanic,467504
2023,Other,Male,75 to 79,NonHispanic,322283
2023,Other,Male,80 to 84,NonHispanic,194246
2023,Other,Male,85 years and over,NonHispanic,170634
2023,Other,Male,Under 5,NonHispanic,1138692
2023,White,Female,10 to 14,Hispanic,2270928
2023,White,Female,15 to 19,Hispanic,2414334
2023,White,Female,20 to 24,Hispanic,2245801
2023,White,Female,25 to 29,Hispanic,2151398
2023,White,Female,30 to 34,Hispanic,2115951
2023,White,Female,35 to 39,Hispanic,1971825
2023,White,Female,40 to 44,Hispanic,1952237
2023,White,Female,45 to 49,Hispanic,1810222
2023,White,Female,5 to 9,Hispanic,2153096
2023,White,Female,50 to 54,Hispanic,1664032
2023,White,Female,55 to 59,Hispanic,1443407
2023,White,Female,60 to 64,Hispanic,1224589
2023,White,Female,65 to 69,Hispanic,964212
2023,White,Female,70 to 74,Hispanic,713962
2023,White,Female,75 to 79,Hispanic,504128
2023,White,Female,80 to 84,Hispanic,323979
2023,White,Female,85 years and over,Hispanic,317252
2023,White,Female,Under 5,Hispanic,2036180
2023,White,Female,10 to 14,NonHispanic,4960262
2023,White,Female,15 to 19,NonHispanic,5391958
2023,White,Female,20 to 24,NonHispanic,5515503
2023,White,Female,25 to 29,NonHispanic,5673721
2023,White,Female,30 to 34,NonHispanic,6214430
2023,White,Female,35 to 39,NonHispanic,6156875
2023,White,Female,40 to 44,NonHispanic,6065475
2023,White,Female,45 to 49,NonHispanic,5553639
2023,White,Female,5 to 9,NonHispanic,4745015
2023,White,Female,50 to 54,NonHispanic,6184962
2023,White,Female,55 to 59,NonHispanic,6630899
2023,White,Female,60 to 64,NonHispanic,7404173
2023,White,Female,65 to 69,NonHispanic,7081380
2023,White,Female,70 to 74,NonHispanic,6063494
2023,White,Female,75 to 79,NonHispanic,4672643
2023,White,Female,80 to 84,NonHispanic,3012829
2023,White,Female,85 years and over,NonHispanic,2978309
2023,White,Female,Under 5,NonHispanic,4214259
2023,White,Male,10 to 14,Hispanic,2368065
2023,White,Male,15 to 19,Hispanic,2529006
2023,White,Male,20 to 24,Hispanic,2313622
2023,White,Male,25 to 29,Hispanic,2219248
2023,White,Male,30 to 34,Hispanic,2255919
2023,White,Male,35 to 39,Hispanic,2184008
2023,White,Male,40 to 44,Hispanic,2122726
2023,White,Male,45 to 49,Hispanic,1900356
2023,White,Male,5 to 9,Hispanic,2237974
2023,White,Male,50 to 54,Hispanic,1719002
2023,White,Male,55 to 59,Hispanic,1471478
2023,White,Male,60 to 64,Hispanic,1193256
2023,White,Male,65 to 69,Hispanic,873757
2023,White,Male,70 to 74,Hispanic,599458
2023,White,Male,75 to 79,Hispanic,391057
2023,White,Male,80 to 84,Hispanic,223863
2023,White,Male,85 years and over,Hispanic,184762
2023,White,Male,Under 5,Hispanic,2111088
2023,White,Male,10 to 14,NonHispanic,5244824
2023,White,Male,15 to 19,NonHispanic,5670986
2023,White,Male,20 to 24,NonHispanic,5679162
2023,White,Male,25 to 29,NonHispanic,5817556
2023,White,Male,30 to 34,NonHispanic,6303806
2023,White,Male,35 to 39,NonHispanic,6243709
2023,White,Male,40 to 44,NonHispanic,6191018
2023,White,Male,45 to 49,NonHispanic,5661225
2023,White,Male,5 to 9,NonHispanic,5006558
2023,White,Male,50 to 54,NonHispanic,6304090
2023,White,Male,55 to 59,NonHispanic,6601067
2023,White,Male,60 to 64,NonHispanic,7177060
2023,White,Male,65 to 69,NonHispanic,6635274
2023,White,Male,70 to 74,NonHispanic,5428953
2023,White,Male,75 to 79,NonHispanic,4009224
2023,White,Male,80 to 84,NonHispanic,2335874
2023,White,Male,85 years and over,NonHispanic,1789951
2023,White,Male,Under 5,NonHispanic,4435467
2024,Black,Female,10 to 14,Hispanic,166968
2024,Black,Female,15 to 19,Hispanic,158296
2024,Black,Female,20 to 24,Hispanic,139947
2024,Black,Female,25 to 29,Hispanic,129334
2024,Black,Female,30 to 34,Hispanic,136407
2024,Black,Female,35 to 39,Hispanic,129204
2024,Black,Female,40 to 44,Hispanic,122481
2024,Black,Female,45 to 49,Hispanic,109551
2024,Black,Female,5 to 9,Hispanic,177352
2024,Black,Female,50 to 54,Hispanic,91708
2024,Black,Female,55 to 59,Hispanic,78401
2024,Black,Female,60 to 64,Hispanic,66203
2024,Black,Female,65 to 69,Hispanic,51574
2024,Black,Female,70 to 74,Hispanic,36807
2024,Black,Female,75 to 79,Hispanic,24947
2024,Black,Female,80 to 84,Hispanic,14992
2024,Black,Female,85 years and over,Hispanic,14075
2024,Black,Female,Under 5,Hispanic,194208
2024,Black,Female,10 to 14,NonHispanic,1412252
2024,Black,Female,15 to 19,NonHispanic,1505019
2024,Black,Female,20 to 24,NonHispanic,1489699
2024,Black,Female,25 to 29,NonHispanic,1544109
2024,Black,Female,30 to 34,NonHispanic,1759596
2024,Black,Female,35 to 39,NonHispanic,1582826
2024,Black,Female,40 to 44,NonHispanic,1476208
2024,Black,Female,45 to 49,NonHispanic,1349304
2024,Black,Female,5 to 9,NonHispanic,1378951
2024,Black,Female,50 to 54,NonHispanic,1352530
2024,Black,Female,55 to 59,NonHispanic,1327777
2024,Black,Female,60 to 64,NonHispanic,1346229
2024,Black,Female,65 to 69,NonHispanic,1190245
2024,Black,Female,70 to 74,NonHispanic,923532
2024,Black,Female,75 to 79,NonHispanic,631481
2024,Black,Female,80 to 84,NonHispanic,382013
2024,Black,Female,85 years and over,NonHispanic,358104
2024,Black,Female,Under 5,NonHispanic,1291851
2024,Black,Male,10 to 14,Hispanic,172712
2024,Black,Male,15 to 19,Hispanic,165155
2024,Black,Male,20 to 24,Hispanic,146597
2024,Black,Male,25 to 29,Hispanic,133604
2024,Black,Male,30 to 34,Hispanic,139403
2024,Black,Male,35 to 39,Hispanic,127196
2024,Black,Male,40 to 44,Hispanic,116164
2024,Black,Male,45 to 49,Hispanic,97969
2024,Black,Male,5 to 9,Hispanic,182132
2024,Black,Male,50 to 54,Hispanic,80228
2024,Black,Male,55 to 59,Hispanic,69559
2024,Black,Male,60 to 64,Hispanic,58281
2024,Black,Male,65 to 69,Hispanic,43862
2024,Black,Male,70 to 74,Hispanic,29649
2024,Black,Male,75 to 79,Hispanic,18270
2024,Black,Male,80 to 84,Hispanic,10140
2024,Black,Male,85 years and over,Hispanic,7839
2024,Black,Male,Under 5,Hispanic,201703
2024,Black,Male,10 to 14,NonHispanic,1459267
2024,Black,Male,15 to 19,NonHispanic,1544450
2024,Black,Male,20 to 24,NonHispanic,1481781
2024,Black,Male,25 to 29,NonHispanic,1521124
2024,Black,Male,30 to 34,NonHispanic,1727128
2024,Black,Male,35 to 39,NonHispanic,1500069
2024,Black,Male,40 to 44,NonHispanic,1353524
2024,Black,Male,45 to 49,NonHispanic,1204554
2024,Black,Male,5 to 9,NonHispanic,1408942
2024,Black,Male,50 to 54,NonHispanic,1197596
2024,Black,Male,55 to 59,NonHispanic,1159111
2024,Black,Male,60 to 64,NonHispanic,1142475
2024,Black,Male,65 to 69,NonHispanic,955474
2024,Black,Male,70 to 74,NonHispanic,671493
2024,Black,Male,75 to 79,NonHispanic,426817
2024,Black,Male,80 to 84,NonHispanic,228100
2024,Black,Male,85 years and over,NonHispanic,167755
2024,Black,Male,Under 5,NonHispanic,1329615
2024,Other,Female,10 to 14,Hispanic,270244
2024,Other,Female,15 to 19,Hispanic,257349
2024,Other,Female,20 to 24,Hispanic,227272
2024,Other,Female,25 to 29,Hispanic,209539
2024,Other,Female,30 to 34,Hispanic,200716
2024,Other,Female,35 to 39,Hispanic,176412
2024,Other,Female,40 to 44,Hispanic,165007
2024,Other,Female,45 to 49,Hispanic,143421
2024,Other,Female,5 to 9,Hispanic,292594
2024,Other,Female,50 to 54,Hispanic,121541
2024,Other,Female,55 to 59,Hispanic,101000
2024,Other,Female,60 to 64,Hispanic,87234
2024,Other,Female,65 to 69,Hispanic,65703
2024,Other,Female,70 to 74,Hispanic,44897
2024,Other,Female,75 to 79,Hispanic,29240
2024,Other,Female,80 to 84,Hispanic,17278
2024,Other,Female,85 years and over,Hispanic,15342
2024,Other,Female,Under 5,Hispanic,304471
2024,Other,Female,10 to 14,NonHispanic,1176749
2024,Other,Female,15 to 19,NonHispanic,1175207
2024,Other,Female,20 to 24,NonHispanic,1208154
2024,Other,Female,25 to 29,NonHispanic,1278842
2024,Other,Female,30 to 34,NonHispanic,1382246
2024,Other,Female,35 to 39,NonHispanic,1329853
2024,Other,Female,40 to 44,NonHispanic,1228488
2024,Other,Female,45 to 49,NonHispanic,1081598
2024,Other,Female,5 to 9,NonHispanic,1193535
2024,Other,Female,50 to 54,NonHispanic,1020291
2024,Other,Female,55 to 59,NonHispanic,890289
2024,Other,Female,60 to 64,NonHispanic,844228
2024,Other,Female,65 to 69,NonHispanic,752301
2024,Other,Female,70 to 74,NonHispanic,616402
2024,Other,Female,75 to 79,NonHispanic,444121
2024,Other,Female,80 to 84,NonHispanic,271155
2024,Other,Female,85 years and over,NonHispanic,285242
2024,Other,Female,Under 5,NonHispanic,1093331
2024,Other,Male,10 to 14,Hispanic,281482
2024,Other,Male,15 to 19,Hispanic,275678
2024,Other,Male,20 to 24,Hispanic,242818
2024,Other,Male,25 to 29,Hispanic,219324
2024,Other,Male,30 to 34,Hispanic,211267
2024,Other,Male,35 to 39,Hispanic,194631
2024,Other,Male,40 to 44,Hispanic,182201
2024,Other,Male,45 to 49,Hispanic,152314
2024,Other,Male,5 to 9,Hispanic,304067
2024,Other,Male,50 to 54,Hispanic,125653
2024,Other,Male,55 to 59,Hispanic,103598
2024,Other,Male,60 to 64,Hispanic,84543
2024,Other,Male,65 to 69,Hispanic,61586
2024,Other,Male,70 to 74,Hispanic,38426
2024,Other,Male,75 to 79,Hispanic,23974
2024,Other,Male,80 to 84,Hispanic,12034
2024,Other,Male,85 years and over,Hispanic,8972
2024,Other,Male,Under 5,Hispanic,315559
2024,Other,Male,10 to 14,NonHispanic,1237146
2024,Other,Male,15 to 19,NonHispanic,1216245
2024,Other,Male,20 to 24,NonHispanic,1221775
2024,Other,Male,25 to 29,NonHispanic,1240262
2024,Other,Male,30 to 34,NonHispanic,1316031
2024,Other,Male,35 to 39,NonHispanic,1247423
2024,Other,Male,40 to 44,NonHispanic,1126803
2024,Other,Male,45 to 49,NonHispanic,966056
2024,Other,Male,5 to 9,NonHispanic,1255317
2024,Other,Male,50 to 54,NonHispanic,915986
2024,Other,Male,55 to 59,NonHispanic,785474
2024,Other,Male,60 to 64,NonHispanic,732492
2024,Other,Male,65 to 69,NonHispanic,627299
2024,Other,Male,70 to 74,NonHispanic,490824
2024,Other,Male,75 to 79,NonHispanic,349841
2024,Other,Male,80 to 84,NonHispanic,208304
2024,Other,Male,85 years and over,NonHispanic,186781
2024,Other,Male,Under 5,NonHispanic,1147628
2024,White,Female,10 to 14,Hispanic,2260277
2024,White,Female,15 to 19,Hispanic,2461727
2024,White,Female,20 to 24,Hispanic,2327485
2024,White,Female,25 to 29,Hispanic,2213571
2024,White,Female,30 to 34,Hispanic,2195179
2024,White,Female,35 to 39,Hispanic,2020065
2024,White,Female,40 to 44,Hispanic,1996932
2024,White,Female,45 to 49,Hispanic,1849324
2024,White,Female,5 to 9,Hispanic,2164575
2024,White,Female,50 to 54,Hispanic,1713861
2024,White,Female,55 to 59,Hispanic,1480175
2024,White,Female,60 to 64,Hispanic,1280244
2024,White,Female,65 to 69,Hispanic,1010657
2024,White,Female,70 to 74,Hispanic,755127
2024,White,Female,75 to 79,Hispanic,538377
2024,White,Female,80 to 84,Hispanic,343040
2024,White,Female,85 years and over,Hispanic,335907
2024,White,Female,Under 5,Hispanic,2070837
2024,White,Female,10 to 14,NonHispanic,4913516
2024,White,Female,15 to 19,NonHispanic,5343719
2024,White,Female,20 to 24,NonHispanic,5522553
2024,White,Female,25 to 29,NonHispanic,5647567
2024,White,Female,30 to 34,NonHispanic,6159843
2024,White,Female,35 to 39,NonHispanic,6207006
2024,White,Female,40 to 44,NonHispanic,6114976
2024,White,Female,45 to 49,NonHispanic,5627193
2024,White,Female,5 to 9,NonHispanic,4671023
2024,White,Female,50 to 54,NonHispanic,5992285
2024,White,Female,55 to 59,NonHispanic,6429854
2024,White,Female,60 to 64,NonHispanic,7314551
2024,White,Female,65 to 69,NonHispanic,7121406
2024,White,Female,70 to 74,NonHispanic,6176642
2024,White,Female,75 to 79,NonHispanic,4889292
2024,White,Female,80 to 84,NonHispanic,3136946
2024,White,Female,85 years and over,NonHispanic,3012460
2024,White,Female,Under 5,NonHispanic,4143573
2024,White,Male,10 to 14,Hispanic,2355716
2024,White,Male,15 to 19,Hispanic,2585920
2024,White,Male,20 to 24,Hispanic,2407145
2024,White,Male,25 to 29,Hispanic,2281696
2024,White,Male,30 to 34,Hispanic,2324577
2024,White,Male,35 to 39,Hispanic,2232640
2024,White,Male,40 to 44,Hispanic,2177654
2024,White,Male,45 to 49,Hispanic,1952280
2024,White,Male,5 to 9,Hispanic,2246223
2024,White,Male,50 to 54,Hispanic,1762611
2024,White,Male,55 to 59,Hispanic,1514284
2024,White,Male,60 to 64,Hispanic,1250650
2024,White,Male,65 to 69,Hispanic,924788
2024,White,Male,70 to 74,Hispanic,636980
2024,White,Male,75 to 79,Hispanic,421657
2024,White,Male,80 to 84,Hispanic,238428
2024,White,Male,85 years and over,Hispanic,197936
2024,White,Male,Under 5,Hispanic,2147863
2024,White,Male,10 to 14,NonHispanic,5194825
2024,White,Male,15 to 19,NonHispanic,5618646
2024,White,Male,20 to 24,NonHispanic,5695991
2024,White,Male,25 to 29,NonHispanic,5792276
2024,White,Male,30 to 34,NonHispanic,6265501
2024,White,Male,35 to 39,NonHispanic,6285698
2024,White,Male,40 to 44,NonHispanic,6236582
2024,White,Male,45 to 49,NonHispanic,5733608
